1512433437914820610,后端工程师,"<p>负责建设和运营公司的信息安全管理体系，确保集团的信息资产安全，具体包括信息安全的规范体系建设，信息安全的外部遵从保障，信息安全组织保障和信息安全体系的例行运营等。</p>
", 负责建设和运营公司的信息安全管理体系，确保集团的信息资产安全，具体包括信息安全的规范体系建设，信息安全的外部遵从保障，信息安全组织保障和信息安全体系的例行运营等。,广东-深圳市-南山区	,大学本科,3-5年,面议,IT,2022-04-08,2022-04-20,4,"<p>1、8年以上网络安全或者信息安全领域工作经验；<br />
2、有主导建立集团公司的信息/网络安全管理体系和运营体系的大型项目经验；<br />
3、精通网络安全或者信息安全的解决方案，掌握安全的纵深防御体系 ；<br />
4、熟悉业界领先的安全的管理体系，具备变革思维，能够主导安全管理体系的建设落地 ；<br />
5、有大平台/组织安全运营的经验，能够带领团队持续优化进步；<br />
6、开放性管理风格，业务联结能力比较好，善于团结内外团队，韧性好。</p>
","1、8年以上网络安全或者信息安全领域工作经验； 
2、有主导建立集团公司的信息/网络安全管理体系和运营体系的大型项目经验；
3、精通网络安全或者信息安全的解决方案，掌握安全的纵深防御体系 ；
4、熟悉业界领先的安全的管理体系，具备变革思维，能够主导安全管理体系的建设落地 ；
5、有大平台/组织安全运营的经验，能够带领团队持续优化进步；
6、开放性管理风格，业务联结能力比较好，善于团结内外团队，韧性好。",邮箱3180422969@qq.com,0
1513505305719549953,IT服务管理工程师,"<p>1、负责场地业务系统的日常监控，按时效要求受理外部客户或内部用户的异常报障、服务请求或业务咨询，为业务运营技术支持；<br />
2、负责场地内部网络设备、服务器及机房基础设施的运维，按标准流程处理生产异常问题及系统突发故障，跟进并推进问题解决；<br />
3、依据变更工单的需求，在作业窗口内流程对相关设备进行变更操作，并在执行过程中同步相关进度；<br />
4、定期参与场地基础设施可靠性演练，按3P文件对相关设备进行独立操作；<br />
5、配合团队对新旧项目进行支持，如：总部项目、高峰驻场值守、新建场地建设及紧急故障处理等。</p>
","1、负责场地业务系统的日常监控，按时效要求受理外部客户或内部用户的异常报障、服务请求或业务咨询，为业务运营技术支持；
2、负责场地内部网络设备、服务器及机房基础设施的运维，按标准流程处理生产异常问题及系统突发故障，跟进并推进问题解决；
3、依据变更工单的需求，在作业窗口内流程对相关设备进行变更操作，并在执行过程中同步相关进度；
4、定期参与场地基础设施可靠性演练，按3P文件对相关设备进行独立操作；
5、配合团队对新旧项目进行支持，如：总部项目、高峰驻场值守、新建场地建设及紧急故障处理等。",上海-上海市-黄浦区	,大学本科,3-5年,面议,IT,2022-04-11,2022-04-30,1,"<p>1、本科以上学历，计算机相关专业；<br />
2、3年网络运维或IT系统运维经验，精通网络设备、PC服务器软硬件及数据中心基础设施等任意一个方向，具备独立操作能力及相关经验，具备相关行业中级认证证书；<br />
3、有网络监控、系统监控相关经验，对常用监控软件具备日常操作的能力；<br />
4、积极主动，具备较强的安全服务意识、自我驱动能力及团队协助能力，具备良好的理解和沟通能力；<br />
5、熟悉Linux操作系统，对数据库（Oracle、MySQL、SQLServer、mongodb等）、中间件（Kafka、Jboss、Weblogic、MQ等）、Python、docker、k8s有一定了解；</p>
","1、本科以上学历，计算机相关专业；
2、3年网络运维或IT系统运维经验，精通网络设备、PC服务器软硬件及数据中心基础设施等任意一个方向，具备独立操作能力及相关经验，具备相关行业中级认证证书；
3、有网络监控、系统监控相关经验，对常用监控软件具备日常操作的能力；
4、积极主动，具备较强的安全服务意识、自我驱动能力及团队协助能力，具备良好的理解和沟通能力；
5、熟悉Linux操作系统，对数据库（Oracle、MySQL、SQLServer、mongodb等）、中间件（Kafka、Jboss、Weblogic、MQ等）、Python、docker、k8s有一定了解；",邮箱 3180422969@qq.com,0
1513510014295552002,后端开发高级工程师,"<ol>
<li>负责业务线的产品需求开发；</li>
<li>能够理解产品需求，负责研发设计、接口设计、实现和文档输出；</li>
<li>按时保质的完成工作，配合产品、测试、前端完成系统交付和目标达成；</li>
<li>负责日常线上问题的处理和跟进；</li>
<li>负责指导其他研发同学的专业技能。</li>
</ol>
","1. 负责业务线的产品需求开发；
2. 能够理解产品需求，负责研发设计、接口设计、实现和文档输出；
3. 按时保质的完成工作，配合产品、测试、前端完成系统交付和目标达成；
4. 负责日常线上问题的处理和跟进；
5. 负责指导其他研发同学的专业技能。",广东-深圳市-南山区	,大学本科,5-10年,面议,IT,2022-04-11,2022-04-30,1,"<ol>
<li>全日制本科及以上学历，计算机或相关专业，五年以上Java开发经验；</li>
<li>具备扎实的计算机专业基础和Java编程基础，包括不限于算法、数据结构、操作系统、计算机网络、数据库等，熟悉IO、多线程等常用技巧；</li>
<li>熟悉使用SpringBoot、Netty、Reactor等框架；熟悉消息中间件（ActiveMQ、RabbitMQ、Kafka等一种或多种）的原理及应用；熟练使用MongoDB、Redis等非关系型数据库； 具备良好的代码风格。</li>
<li>优秀的逻辑分析能力，业务理解能力，良好的沟通和团队协作能力；</li>
<li>有大数据Flink实时计算研发经验者优先。</li>
</ol>
","1. 全日制本科及以上学历，计算机或相关专业，五年以上Java开发经验；
2. 具备扎实的计算机专业基础和Java编程基础，包括不限于算法、数据结构、操作系统、计算机网络、数据库等，熟悉IO、多线程等常用技巧；
3. 熟悉使用SpringBoot、Netty、Reactor等框架；熟悉消息中间件（ActiveMQ、RabbitMQ、Kafka等一种或多种）的原理及应用；熟练使用MongoDB、Redis等非关系型数据库； 具备良好的代码风格。
4. 优秀的逻辑分析能力，业务理解能力，良好的沟通和团队协作能力；
5. 有大数据Flink实时计算研发经验者优先。",邮箱 3180422969@qq.com,0
1513510347100991489,后端开发工程师,"<p>1、负责web容器、消息队列、缓存等开源组件的代码研究、二次开发以及相关产品的云原生建设；<br />
2、负责开源组件运维工具的研发，提升运维质量及效率；<br />
3、负责运营支撑平台、运维自动化平台功能设计和开发；<br />
4、负责优化、改进运维支持系统，并保证其安全高效稳定的运行；<br />
5、负责开源组运维标准、研发使用规范制定；<br />
6、参与异常处理，辅助运维工程进行疑难问题的诊断分析。</p>
","1、负责web容器、消息队列、缓存等开源组件的代码研究、二次开发以及相关产品的云原生建设；
2、负责开源组件运维工具的研发，提升运维质量及效率；
3、负责运营支撑平台、运维自动化平台功能设计和开发；
4、负责优化、改进运维支持系统，并保证其安全高效稳定的运行；
5、负责开源组运维标准、研发使用规范制定；
6、参与异常处理，辅助运维工程进行疑难问题的诊断分析。",广东-深圳市-南山区,大学本科,3-5年,面议,IT,2022-04-11,2022-05-13,2,"<p>1、熟练掌握Java、C语言开发；<br />
2、有大型分布式系统设计与开发经验；<br />
3、熟悉Unix/Linux操作系统、熟悉TCP/IP协议，熟悉JVM原理、运行机制和调优；<br />
4、 全日制统招本科以上学历，3年以上工作经验，具有良好的学习能力、沟通能力、服务理念和合作精神；<br />
5、强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长。</p>
","1、熟练掌握Java、C语言开发；
2、有大型分布式系统设计与开发经验；
3、熟悉Unix/Linux操作系统、熟悉TCP/IP协议，熟悉JVM原理、运行机制和调优；
4、 全日制统招本科以上学历，3年以上工作经验，具有良好的学习能力、沟通能力、服务理念和合作精神；
5、强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长。",邮箱 3180422969@qq.com,0
1513510643579564033,高级运维工程师,"<p>1、负责执行生产系统部署维护工作，包括版本发布管理、变更管理等；<br />
2、负责生产系统的日常告警处理、问题跟进、性能分析与优化；<br />
3、响应生产系统突发情况，及时跟进解决异常，完成异常复盘并推动改进方案落地；<br />
4、负责持续优化运维解决方案，包括但不限于生产系统容灾切换演练、应急预案管理、弹性扩缩容、精细化监控、系统生命周期管理；<br />
5、推动运维自动化，提升运维工作效率，以及DevOps 相关配合工作；<br />
6、参与生产系统技术架构方案评审，能够从运维角度主动识别方案风险，给出专业解决方案；<br />
7、负责应用系统的相关文档的编写及知识库建设。</p>
","1、负责执行生产系统部署维护工作，包括版本发布管理、变更管理等； 
2、负责生产系统的日常告警处理、问题跟进、性能分析与优化； 
3、响应生产系统突发情况，及时跟进解决异常，完成异常复盘并推动改进方案落地；
4、负责持续优化运维解决方案，包括但不限于生产系统容灾切换演练、应急预案管理、弹性扩缩容、精细化监控、系统生命周期管理；
5、推动运维自动化，提升运维工作效率，以及DevOps 相关配合工作； 
6、参与生产系统技术架构方案评审，能够从运维角度主动识别方案风险，给出专业解决方案； 
7、负责应用系统的相关文档的编写及知识库建设。",广东-深圳市-南山区	,大学本科,5-10年,面议,IT,2022-04-11,2022-06-17,1,"<p>1、全日制大学本科（含）以上学历，5年以上互联网行业全栈运维经验 ；<br />
2、熟悉 Linux操作系统，熟悉网络基础知识，熟悉数据库基础知识；<br />
3、熟练掌握各种中间件的部署和使用（比如Nginx、Haproxy、Mysql、Redis、Kafka、Zookeeper等）；<br />
4、熟悉常见公共云平台的使用，如腾讯云、华为云、AWS；<br />
5、熟悉Python、Shell、Perl、Go等脚本语言中的一种或多种，熟悉SQL语言，熟练使用脚本来完成日常系统运维工作；<br />
6、熟练使用Docker、K8S、ELK、Ansible等开源栈运维工具；<br />
7、有大规模高关发量集群管理经验者优先；<br />
8、有大型集团ERP系统（比如OMS\WMS系统）运维经验者优先。</p>
","1、全日制大学本科（含）以上学历，5年以上互联网行业全栈运维经验 ；
2、熟悉 Linux操作系统，熟悉网络基础知识，熟悉数据库基础知识； 
3、熟练掌握各种中间件的部署和使用（比如Nginx、Haproxy、Mysql、Redis、Kafka、Zookeeper等）； 
4、熟悉常见公共云平台的使用，如腾讯云、华为云、AWS；
5、熟悉Python、Shell、Perl、Go等脚本语言中的一种或多种，熟悉SQL语言，熟练使用脚本来完成日常系统运维工作； 
6、熟练使用Docker、K8S、ELK、Ansible等开源栈运维工具； 
7、有大规模高关发量集群管理经验者优先； 
8、有大型集团ERP系统（比如OMS\WMS系统）运维经验者优先。",邮箱 3180422969@qq.com,0
1513510910144360449,前端开发工程师,"<p>1、明确理解产品的需求和定位；<br />
2、根据产品设计和规范开发Web端应用；<br />
3、解决移动端、PC端的适配及版本的兼容性问题</p>
","1、明确理解产品的需求和定位； 
2、根据产品设计和规范开发Web端应用；
3、解决移动端、PC端的适配及版本的兼容性问题",广东-深圳市-南山区,大学本科,5-10年,面议,IT,2022-04-11,2022-06-23,3,"<p>1、3年以上前端开发经验；<br />
2、精通HTML5/HTML/XHTML、CSS/CSS3，熟悉网站重构、页面架构和布局，对Web标准和标签语义化有深入理解；<br />
3、精通Ajax、JavaScript、Xml、DOM、JSON等前端技术，掌握面向对象编程思想；<br />
4、熟悉主流移动web开发框架，并有过三年以上实际项目开发经验，熟练掌握Jquery，Vue，reactive native，react,小程序Taro框架，熟悉vuex和redux,dva状态管理，Ts前端框架等；<br />
5、善于沟通，优秀的团队协作能力, 能接受挑战并承受工作压力。</p>
","1、3年以上前端开发经验； 
2、精通HTML5/HTML/XHTML、CSS/CSS3，熟悉网站重构、页面架构和布局，对Web标准和标签语义化有深入理解；
3、精通Ajax、JavaScript、Xml、DOM、JSON等前端技术，掌握面向对象编程思想；
4、熟悉主流移动web开发框架，并有过三年以上实际项目开发经验，熟练掌握Jquery，Vue，reactive native，react,小程序Taro框架，熟悉vuex和redux,dva状态管理，Ts前端框架等；
5、善于沟通，优秀的团队协作能力, 能接受挑战并承受工作压力。",邮箱 3180422969@qq.com,0
1513511143607709697,研发效能专家,"<p>1、负责构建一站式的研发平台，包括研发流水线，微服务框架，API中心，中间件等能力的建设，提高应用产品研发的效率；<br />
2、负责技术架构，主导制定科技底盘的技术架构蓝图和演进路标；负责面向应用的技术解决方案，帮助各应用实现快速落地；</p>
","1、负责构建一站式的研发平台，包括研发流水线，微服务框架，API中心，中间件等能力的建设，提高应用产品研发的效率；
 2、负责技术架构，主导制定科技底盘的技术架构蓝图和演进路标；负责面向应用的技术解决方案，帮助各应用实现快速落地；",广东-深圳市-南山区	,大学本科,5-10年,面议,IT,2022-04-11,2023-04-12,1,"<p>1、负责构建一站式的研发平台，包括研发流水线，微服务框架，API中心，中间件等能力的建设，提高应用产品研发的效率；<br />
2、负责技术架构，主导制定科技底盘的技术架构蓝图和演进路标；负责面向应用的技术解决方案，帮助各应用实现快速落地；</p>
","1、负责构建一站式的研发平台，包括研发流水线，微服务框架，API中心，中间件等能力的建设，提高应用产品研发的效率；
 2、负责技术架构，主导制定科技底盘的技术架构蓝图和演进路标；负责面向应用的技术解决方案，帮助各应用实现快速落地；",邮箱 3180422969@qq.com,0
1513513937014173697,人力资源专员,"<p>1、招聘渠道运营策略规则制定、招聘渠道管理、渠道效能分析、成本管控及日常资源供给；<br />
2、招聘项目运营，如内部推荐，人才mapping等项目；<br />
3、招聘运营数据分析，不断优化渠道运营效率；<br />
4、细节赋能及风控处理，能有效沉淀方法论；<br />
5、领导交代的其他招聘运营相关工作。</p>
","1、招聘渠道运营策略规则制定、招聘渠道管理、渠道效能分析、成本管控及日常资源供给；
2、招聘项目运营，如内部推荐，人才mapping等项目；
3、招聘运营数据分析，不断优化渠道运营效率；
4、细节赋能及风控处理，能有效沉淀方法论；
5、领导交代的其他招聘运营相关工作。",广东-深圳市-福田区	,大学本科,3-5年,面议,人资/行政,2022-04-11,2022-04-30,2,"<p>1、招聘渠道运营策略规则制定、招聘渠道管理、渠道效能分析、成本管控及日常资源供给；<br />
2、招聘项目运营，如内部推荐，人才mapping等项目；<br />
3、招聘运营数据分析，不断优化渠道运营效率；<br />
4、细节赋能及风控处理，能有效沉淀方法论；<br />
5、领导交代的其他招聘运营相关工作。</p>
","1、招聘渠道运营策略规则制定、招聘渠道管理、渠道效能分析、成本管控及日常资源供给；
2、招聘项目运营，如内部推荐，人才mapping等项目；
3、招聘运营数据分析，不断优化渠道运营效率；
4、细节赋能及风控处理，能有效沉淀方法论；
5、领导交代的其他招聘运营相关工作。",邮箱 3180422969@qq.com,0
1513514212680609793,人才发展/管理高级经理,"<p>1、基于公司业务与经营方向，制定、完善人才管理机制，建设人才管理工具、方法论；<br />
2、基于公司最新管理要求和人才理念，设计运营方案并落地，确保人才理念深入人心，推动管理变革；<br />
3、负责公司整体人才活动运营，促进公司整体人才队伍能力转型，结构优化，水平提升；<br />
3、统筹和关注关键队伍人才梯队建设，保障关键队伍人才供应充足；<br />
4、对各业务、职能组织开展人才管理政策、工具、方法论赋能，帮助各组织制定和完善针对性机制，促进各组织人才管理水平提升；</p>
","1、基于公司业务与经营方向，制定、完善人才管理机制，建设人才管理工具、方法论；
2、基于公司最新管理要求和人才理念，设计运营方案并落地，确保人才理念深入人心，推动管理变革；
3、负责公司整体人才活动运营，促进公司整体人才队伍能力转型，结构优化，水平提升；
3、统筹和关注关键队伍人才梯队建设，保障关键队伍人才供应充足；
4、对各业务、职能组织开展人才管理政策、工具、方法论赋能，帮助各组织制定和完善针对性机制，促进各组织人才管理水平提升；",广东-深圳市-南山区	,大学本科,5-10年, 面议,人资/行政,2022-04-11,2023-04-13,1,"<p>1、基于公司业务与经营方向，制定、完善人才管理机制，建设人才管理工具、方法论；<br />
2、基于公司最新管理要求和人才理念，设计运营方案并落地，确保人才理念深入人心，推动管理变革；<br />
3、负责公司整体人才活动运营，促进公司整体人才队伍能力转型，结构优化，水平提升；<br />
3、统筹和关注关键队伍人才梯队建设，保障关键队伍人才供应充足；<br />
4、对各业务、职能组织开展人才管理政策、工具、方法论赋能，帮助各组织制定和完善针对性机制，促进各组织人才管理水平提升；</p>
","1、基于公司业务与经营方向，制定、完善人才管理机制，建设人才管理工具、方法论；
2、基于公司最新管理要求和人才理念，设计运营方案并落地，确保人才理念深入人心，推动管理变革；
3、负责公司整体人才活动运营，促进公司整体人才队伍能力转型，结构优化，水平提升；
3、统筹和关注关键队伍人才梯队建设，保障关键队伍人才供应充足；
4、对各业务、职能组织开展人才管理政策、工具、方法论赋能，帮助各组织制定和完善针对性机制，促进各组织人才管理水平提升；",邮箱 3180422969@qq.com,0
1513514450988380161,综合管理高级专员,"<p>1、负责落实货站设备、特种车辆的实施、验收交接、台账建立、运行管理、维修维护管理、运行分析及报废更新等工作。<br />
2、负责落实货站设备、特种车辆日常规章制度的实施和监督检查。<br />
3、负责落实货站油料的日常管理、统计和核销工作。<br />
4、负责落实货站房屋及建筑物日常维修改造的前期准备工作。<br />
5、负责协助制定、落实货站通行证管理制度与政策；<br />
6、负责协助制定代理交货员管理制度，督察相关代理的要求落实情况；<br />
7、负责落实开展货站消防、安检业务实施持续性监督工作；<br />
8、负责落实开展货站不安全事件的调查处理工作；<br />
9、完成上级领导交办的其他工作。</p>
","1、负责落实货站设备、特种车辆的实施、验收交接、台账建立、运行管理、维修维护管理、运行分析及报废更新等工作。
2、负责落实货站设备、特种车辆日常规章制度的实施和监督检查。
3、负责落实货站油料的日常管理、统计和核销工作。
4、负责落实货站房屋及建筑物日常维修改造的前期准备工作。
5、负责协助制定、落实货站通行证管理制度与政策；
6、负责协助制定代理交货员管理制度，督察相关代理的要求落实情况；
7、负责落实开展货站消防、安检业务实施持续性监督工作；
8、负责落实开展货站不安全事件的调查处理工作；
9、完成上级领导交办的其他工作。",湖北-武汉市-鄂城区,大学本科,3-5年, 面议,人资/行政,2022-04-11,2022-04-27,2,"<p>1、学历要求：具有本科及以上文化程度。<br />
2、具有2年以上国际货站现场运维经验。<br />
3、 熟悉国际航空运输业务，了解航空运输相关知识，了解货站现场运维工作。<br />
4、 了解国际货站运行基本情况。<br />
5、 了解货站设备、特种车辆基本情况</p>
","1、学历要求：具有本科及以上文化程度。
2、具有2年以上国际货站现场运维经验。
3、 熟悉国际航空运输业务，了解航空运输相关知识，了解货站现场运维工作。
4、 了解国际货站运行基本情况。
5、 了解货站设备、特种车辆基本情况",邮箱 3180422969@qq.com,0
